39.90732,116.45353
39.90729,116.45348
39.90725,116.45334
39.90722,116.4533
39.90722,116.45327
39.90725,116.4532
39.9076,116.45309
39.9077,116.453
39.9076,116.45281
39.90767,116.45271
39.90771,116.45262
39.90758,116.45244
39.90753,116.4523
39.90758,116.45201
39.90766,116.45176
39.90763,116.45163
39.90754,116.45159
39.9075,116.45148
39.90742,116.45135
39.90736,116.45125
39.90733,116.45111
39.90733,116.45086
39.90743,116.45041
39.90743,116.4502
39.9074,116.45013
39.9074,116.45005
39.90733,116.45008
39.90732,116.45
39.90731,116.44997
39.90727,116.44998
39.90726,116.44993
39.90722,116.44981
39.90724,116.44969
39.90724,116.44963
39.90726,116.44955
39.90729,116.44952
39.90733,116.44942
39.90736,116.44927
39.90747,116.44902
39.90754,116.44872
39.90755,116.44835
39.90759,116.44785
39.90742,116.4475
39.90736,116.44706
39.90736,116.4459
39.90735,116.44543
39.90738,116.44505
39.9074,116.4446
39.90746,116.44444
39.90773,116.44444
39.90816,116.44442
39.90876,116.4444
39.90932,116.44438
39.90987,116.44436
39.91052,116.44434
39.9111,116.44435
39.9111,116.44435
39.91144,116.44439
39.91144,116.44439
39.91153,116.44444
39.91153,116.44444
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91152,116.44449
39.91153,116.4445
39.91165,116.44444
39.91194,116.44446
39.91243,116.4444
39.91303,116.44438
39.9137,116.44441
39.91448,116.44439
39.91585,116.44443
39.91598,116.44442
39.91591,116.44439
39.9159,116.44439
39.9159,116.44439
39.91589,116.44438
39.91588,116.44436
39.91588,116.44435
39.91588,116.44435
39.91597,116.44437
39.91629,116.44438
39.91669,116.4444
39.91709,116.44446
39.9174,116.4446
39.9177,116.44472
39.91774,116.44481
39.91769,116.44496
39.91774,116.44514
39.91776,116.44536
39.9179,116.4458
39.91775,116.44603
39.91778,116.44598
39.91752,116.44625
39.91706,116.44686
39.91706,116.44686
39.91706,116.44686
39.91706,116.44686
39.91706,116.44686
39.91706,116.44686
39.91706,116.44686
39.91706,116.44686
39.91702,116.44697
39.91712,116.44699
39.9173,116.44697
39.91743,116.44711
39.91743,116.44711
39.91747,116.44788
39.91747,116.44788
39.91748,116.44807
39.91748,116.44807
39.91773,116.44752
39.91764,116.44795
39.91702,116.44969
39.91659,116.45045
39.91649,116.451
39.91829,116.45114
39.91827,116.45118
39.91798,116.4512
39.91744,116.45118
39.91675,116.45101
39.91615,116.45096
39.91615,116.45096
39.91472,116.45109
39.91453,116.45107
39.91345,116.45049
39.91193,116.44995
39.91186,116.44995
39.91128,116.44998
39.91095,116.45002
39.91098,116.45006
39.91098,116.45006
39.91098,116.45006
39.91098,116.45006
39.91098,116.45006
39.91106,116.45006
39.9108,116.45007
39.91063,116.45012
39.91035,116.45009
39.9101,116.45013
39.90986,116.45024
39.90977,116.4504
39.90964,116.45048
39.90941,116.45046
39.90914,116.45044
39.90913,116.45057
39.90902,116.45059
39.9088,116.45055
39.90801,116.45042
39.90758,116.45041
39.90742,116.45065
39.90804,116.45252
39.90804,116.45252
39.9081,116.45266
39.90808,116.45291
39.90808,116.45315
39.90808,116.45345
39.90779,116.45446
39.90791,116.45449
39.90823,116.45453
39.90876,116.45449
39.90905,116.45473
39.90904,116.45475
39.90901,116.45481
39.90877,116.45475
39.90851,116.45478
39.90822,116.45483
39.90806,116.45482
39.90808,116.45472
39.90779,116.45471
39.90754,116.4547
39.90746,116.45462
39.90734,116.45463
39.90697,116.45462
39.90667,116.45463
39.90644,116.45459
39.90613,116.45457
39.90591,116.45459
39.90565,116.45447
39.90532,116.4545
39.90504,116.45445
39.90479,116.45445
39.90464,116.45441
39.90331,116.45467
39.90337,116.45417
39.90355,116.45406
39.90378,116.45408
39.90547,116.44981
39.90543,116.44961
39.90534,116.44961
39.90541,116.44981
39.90537,116.45004
39.90534,116.45033
39.90538,116.45047
39.90539,116.45051
39.90539,116.45053
39.90531,116.45057
39.90538,116.45073
39.90538,116.451
39.90537,116.45125
39.90531,116.45143
39.90527,116.45161
39.90521,116.45185
39.90524,116.45218
39.9053,116.45262
39.90531,116.45317
39.89774,116.45509
39.89743,116.45503
39.89731,116.45485
39.89736,116.4543
39.89742,116.45302
39.89752,116.45093
39.89764,116.45031
39.89768,116.44977
39.89769,116.44841
39.89767,116.44675
39.89774,116.44604
39.89784,116.44572
39.89779,116.44515
39.89776,116.44449
39.8979,116.44417
39.8979,116.44417
39.89803,116.4437
39.89799,116.44316
39.89796,116.44304
39.89771,116.44301
39.89767,116.44301
39.89767,116.44301
39.89769,116.44302
39.89769,116.44302
39.8977,116.44302
39.89771,116.44303
39.89772,116.44303
39.89771,116.44304
39.89771,116.44304
39.89771,116.44305
39.89771,116.44305
39.89771,116.44305
39.89771,116.44305
39.89773,116.44304
39.8977,116.4429
39.89775,116.44286
39.89773,116.44303
39.89785,116.44345
39.89796,116.44401
39.89774,116.44429
39.89771,116.44473
39.89784,116.4454
39.89782,116.44623
39.89783,116.44713
39.89773,116.448
39.89763,116.44858
