"5,""[0.08456647308696255, -0.20428710106971765]"",""[0.09542188875719401, -0.2216162641020591]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[0.057270786806906476, -0.20699212482354173]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[0.11856178598436375, -0.23367651771882259]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[0.08126952335038924, -0.21770047039531007]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[0.04183484145132243, -0.19866185629030625]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[0.07067967329908259, -0.24545881646221604]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[0.036038798559605706, -0.23822286018414413]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[0.008095003119026868, -0.26443851320997747]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[-0.0011774448820738208, -0.2575537750891667]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[-0.0011774448820738208, -0.2575537750891667]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[-0.0011774448820738208, -0.2575537750891667]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[-0.0011774448820738208, -0.2575537750891667]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"5,""[0.08456647308696255, -0.20428710106971765]"",""[-0.008551141682679802, -0.25430815698531734]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
--------------------,--------------------------------------,----------------------------,20;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.6688668478925522, 1.7106519911580316]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.6783739589056461, 1.6462620811941018]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.6972587637675898, 1.6837872163572876]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.6787787620439406, 1.633506767115506]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.752171644907339, 1.6901638811606823]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.7453245714204227, 1.6804546941062644]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.7453245714204227, 1.6804546941062644]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.7453245714204227, 1.6804546941062644]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.7453245714204227, 1.6804546941062644]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.7364930858997242, 1.6722422105763177]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.7163616518841207, 1.660247954738209]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"6,""[0.7098885743210912, 1.6655886956391137]"",""[0.6875358809583317, 1.6248693606824323]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
--------------------,--------------------------------------,----------------------------,13;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7326197592514129, 1.8490003253995857]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7507277054950543, 1.8639014127716715]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.756092748542027, 1.8685234805059259]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.756092748542027, 1.8685234805059259]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.756092748542027, 1.8685234805059259]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7604582553221896, 1.875351657792331]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7749825509936907, 1.8656456831173898]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7965233730962624, 1.843647211774628]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.8249595203384562, 1.8154903694394195]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.8586041629542049, 1.7770709846099177]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.8321923764535594, 1.74358708220887]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7806063585955254, 1.765590995459122]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7294901587505858, 1.7351240386288775]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.8002673028150538, 1.7503067387856226]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7483035512743358, 1.7494942866010774]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.8314231680924599, 1.7479583751513919]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7807405658896803, 1.7635401238909896]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7304139700035585, 1.728800235112135]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"7,""[0.7741852399806486, 1.7987960715727709]"",""[0.7788943618588487, 1.711445788323331]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
--------------------,--------------------------------------,----------------------------,20;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.9328910226241389, 1.6183042716632519]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.9270956151357375, 1.565016862963279]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.8806775954239692, 1.6733438205851332]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.8981792560544458, 1.6285912462253438]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.8505171582433058, 1.7109028079398132]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.9260737559098867, 1.5661977751091403]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.8807694843104452, 1.6747562133007745]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.8930781246522401, 1.5970579140166226]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.8545456427007765, 1.6657404098555264]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"8,""[0.8868203588814214, 1.6472596503852364]"",""[0.8158848721777622, 1.704176451226163]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
--------------------,--------------------------------------,----------------------------,11;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"9,""[0.9679479039646371, 1.4306269402465919]"",""[1.008386454926376, 1.383671891778847]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"9,""[0.9679479039646371, 1.4306269402465919]"",""[0.9707886903706826, 1.4135283831592318]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"9,""[0.9679479039646371, 1.4306269402465919]"",""[0.9854752014657839, 1.3476351259488166]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"9,""[0.9679479039646371, 1.4306269402465919]"",""[0.9433099744100253, 1.4925562839584583]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"9,""[0.9679479039646371, 1.4306269402465919]"",""[0.9700771195262472, 1.416152889997176]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"9,""[0.9679479039646371, 1.4306269402465919]"",""[0.9639971502107099, 1.3780851843856339]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"9,""[0.9679479039646371, 1.4306269402465919]"",""[0.9305885187689207, 1.513201348235281]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
--------------------,--------------------------------------,----------------------------,8;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"10,""[1.0780070292411146, 0.9835272865210671]"",""[1.0806321418751181, 0.9311348999439394]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"10,""[1.0780070292411146, 0.9835272865210671]"",""[1.0644704022187155, 1.012380118167546]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"10,""[1.0780070292411146, 0.9835272865210671]"",""[1.089368877650244, 0.9092156170930463]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"10,""[1.0780070292411146, 0.9835272865210671]"",""[1.0727091308993706, 0.9901561657519585]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"10,""[1.0780070292411146, 0.9835272865210671]"",""[1.0842005698283355, 0.9704507045005091]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"10,""[1.0780070292411146, 0.9835272865210671]"",""[1.067545146577173, 1.0421188368912606]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"10,""[1.0780070292411146, 0.9835272865210671]"",""[1.0725378000409356, 0.9987601268258088]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
--------------------,--------------------------------------,----------------------------,8;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1460308093235574, 0.2718638061701905]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.146594590939496, 0.31248641528920984]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1468764817474526, 0.31248641528920984]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1468764817474526, 0.31248641528920984]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1468764817474526, 0.31248641528920984]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1468764817474526, 0.31248641528920984]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1468764817474526, 0.31248641528920984]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1468764817474526, 0.31248641528920984]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1468764817474526, 0.31248641528920984]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.151486336093955, 0.2540237103522025]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.149062075145422, 0.32922631547535336]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1488365624990415, 0.3360813807603544]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1488365624990415, 0.3360813807603544]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1488365624990415, 0.3360813807603544]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1488365624990415, 0.3360813807603544]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1488365624990415, 0.3360813807603544]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1488365624990415, 0.3360813807603544]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1488365624990415, 0.3360813807603544]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1500003576537183, 0.290317001813916]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1489248450549636, 0.3154822884291121]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1489248450549636, 0.3154822884291121]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1489248450549636, 0.3154822884291121]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1489248450549636, 0.3154822884291121]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1489248450549636, 0.3154822884291121]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1487301758042467, 0.31800282784028505]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1486007034097045, 0.31119077966131875]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1486737354552847, 0.31594330878268123]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
"11,""[1.1492951904525768, 0.31262657847356595]"",""[1.1571423390194748, 0.3272910966256482]"",";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
--------------------,--------------------------------------,----------------------------,29;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
