-4.260950006706903936e-01,-1.505912366396501278e-01,1.000000000000000000e+00
-5.390292446827573691e-01,1.234125243728624172e-01,1.000000000000000000e+00
-5.827821442272047570e-01,3.188937275331217847e-01,1.000000000000000000e+00
-6.517711998509345683e-01,6.609806875124198955e-01,1.000000000000000000e+00
-6.093910206663046836e-01,7.716568960305133507e-01,1.000000000000000000e+00
-7.078907340879442289e-01,1.125763446679277857e+00,1.000000000000000000e+00
-6.483100456331871708e-01,-7.835050408874838501e-02,1.000000000000000000e+00
-9.317863566712334400e-01,-4.174525852897083000e-01,1.000000000000000000e+00
-1.131761570419938856e+00,-6.007486192534217118e-01,1.000000000000000000e+00
-1.301393298585297842e+00,-6.021789589883721483e-01,1.000000000000000000e+00
-1.700240529226626940e+00,-4.159081854228378061e-01,1.000000000000000000e+00
8.225124008811393050e-01,9.876585428962283419e-01,1.000000000000000000e+00
7.894375905186801212e-01,7.069498844002162219e-01,1.000000000000000000e+00
6.676960190114176186e-01,6.519171272131867312e-01,1.000000000000000000e+00
3.806496710343361678e-01,5.739554958744630397e-01,1.000000000000000000e+00
3.725338180165583268e-01,3.637271515306323422e-01,1.000000000000000000e+00
3.713800121953531042e-01,1.870478281153808708e-01,1.000000000000000000e+00
3.713280769014563609e-01,-1.767401870641064909e-01,1.000000000000000000e+00
3.837685554192515336e-01,-3.766212034198289094e-01,1.000000000000000000e+00
3.711634647941364218e-01,-5.687845755316199847e-01,1.000000000000000000e+00
3.796943867015961649e-01,-9.303993314405708537e-01,1.000000000000000000e+00
3.745977966857353958e-01,-1.120372765060332565e+00,1.000000000000000000e+00
3.747723052981338787e-01,-1.332127385359127780e+00,1.000000000000000000e+00
3.660805303610897288e-01,-1.528255170337792679e+00,1.000000000000000000e+00
3.027390010071402404e-01,-1.711649331354004877e+00,1.000000000000000000e+00
3.114890988897172086e-01,-2.026389270645501561e+00,1.000000000000000000e+00
2.836189959180185349e-01,-2.186057160584474524e+00,1.000000000000000000e+00
